anum,paper,family,table,lines,kinds
A268624,papers/A268/A268624.pdf,adjacent-pair-total,,1,recurrence
A268626,papers/A268/A268626.pdf,adjacent-pair-total,,1,recurrence
A268628,papers/A268/A268628.pdf,adjacent-pair-total,yes,4,order+recurrence
A268633,papers/A268/A268633.pdf,adjacent-pair-total,,2,gf+recurrence
A268634,papers/A268/A268634.pdf,adjacent-pair-total,,2,gf+recurrence
A268636,papers/A268/A268636.pdf,adjacent-pair-total,,1,recurrence
A268637,papers/A268/A268637.pdf,adjacent-pair-total,,1,recurrence
A268639,papers/A268/A268639.pdf,adjacent-pair-total,yes,4,order+recurrence
A268744,papers/A268/A268744.pdf,adjacent-pair-total,,2,gf+recurrence
A268745,papers/A268/A268745.pdf,adjacent-pair-total,,2,gf+recurrence
A268746,papers/A268/A268746.pdf,adjacent-pair-total,,1,recurrence
A268747,papers/A268/A268747.pdf,adjacent-pair-total,,1,recurrence
A268748,papers/A268/A268748.pdf,adjacent-pair-total,,1,recurrence
A268749,papers/A268/A268749.pdf,adjacent-pair-total,,1,recurrence
A268750,papers/A268/A268750.pdf,adjacent-pair-total,yes,4,order+recurrence
A268761,papers/A268/A268761.pdf,adjacent-pair-total,,2,gf+recurrence
A268762,papers/A268/A268762.pdf,adjacent-pair-total,,2,gf+recurrence
A268763,papers/A268/A268763.pdf,adjacent-pair-total,,1,recurrence
A268764,papers/A268/A268764.pdf,adjacent-pair-total,,1,recurrence
A268765,papers/A268/A268765.pdf,adjacent-pair-total,,1,recurrence
A268766,papers/A268/A268766.pdf,adjacent-pair-total,yes,5,order+recurrence
A268768,papers/A268/A268768.pdf,adjacent-pair-total,,2,gf+recurrence
A268769,papers/A268/A268769.pdf,adjacent-pair-total,,2,gf+recurrence
A268770,papers/A268/A268770.pdf,adjacent-pair-total,,2,gf+recurrence
A268771,papers/A268/A268771.pdf,adjacent-pair-total,,1,recurrence
A268772,papers/A268/A268772.pdf,adjacent-pair-total,,1,recurrence
A268774,papers/A268/A268774.pdf,adjacent-pair-total,yes,4,order+recurrence
A268775,papers/A268/A268775.pdf,adjacent-pair-total,,2,gf+recurrence
A268776,papers/A268/A268776.pdf,adjacent-pair-total,,2,gf+recurrence
A268777,papers/A268/A268777.pdf,adjacent-pair-total,,2,gf+recurrence
A268778,papers/A268/A268778.pdf,adjacent-pair-total,,1,recurrence
A268779,papers/A268/A268779.pdf,adjacent-pair-total,,1,recurrence
A268780,papers/A268/A268780.pdf,adjacent-pair-total,,1,recurrence
A268781,papers/A268/A268781.pdf,adjacent-pair-total,yes,4,order+recurrence
A268783,papers/A268/A268783.pdf,adjacent-pair-total,,2,gf+recurrence
A268784,papers/A268/A268784.pdf,adjacent-pair-total,,2,gf+recurrence
A268785,papers/A268/A268785.pdf,adjacent-pair-total,,1,recurrence
A268786,papers/A268/A268786.pdf,adjacent-pair-total,,1,recurrence
A268787,papers/A268/A268787.pdf,adjacent-pair-total,,1,recurrence
A268788,papers/A268/A268788.pdf,adjacent-pair-total,,1,order
A268789,papers/A268/A268789.pdf,adjacent-pair-total,yes,5,order+recurrence
A268792,papers/A268/A268792.pdf,adjacent-pair-total,,2,gf+recurrence
A268793,papers/A268/A268793.pdf,adjacent-pair-total,,1,recurrence
A268794,papers/A268/A268794.pdf,adjacent-pair-total,,1,recurrence
A268795,papers/A268/A268795.pdf,adjacent-pair-total,,1,recurrence
A268796,papers/A268/A268796.pdf,adjacent-pair-total,,1,recurrence
A268798,papers/A268/A268798.pdf,adjacent-pair-total,yes,4,order+recurrence
A268803,papers/A268/A268803.pdf,adjacent-pair-total,,2,gf+recurrence
A268804,papers/A268/A268804.pdf,adjacent-pair-total,,1,recurrence
A268805,papers/A268/A268805.pdf,adjacent-pair-total,,1,recurrence
A268806,papers/A268/A268806.pdf,adjacent-pair-total,,1,recurrence
A268807,papers/A268/A268807.pdf,adjacent-pair-total,,1,recurrence
A268809,papers/A268/A268809.pdf,adjacent-pair-total,yes,4,order+recurrence
A268881,papers/A268/A268881.pdf,adjacent-pair-total,,2,gf+recurrence
A268882,papers/A268/A268882.pdf,adjacent-pair-total,,2,gf+recurrence
A268883,papers/A268/A268883.pdf,adjacent-pair-total,,1,recurrence
A268884,papers/A268/A268884.pdf,adjacent-pair-total,,1,recurrence
A268885,papers/A268/A268885.pdf,adjacent-pair-total,,1,recurrence
A268886,papers/A268/A268886.pdf,adjacent-pair-total,yes,4,recurrence
A268887,papers/A268/A268887.pdf,adjacent-pair-total,,2,gf+recurrence
A268888,papers/A268/A268888.pdf,adjacent-pair-total,,2,gf+recurrence
A268889,papers/A268/A268889.pdf,adjacent-pair-total,,1,recurrence
A268890,papers/A268/A268890.pdf,adjacent-pair-total,,1,recurrence
A268891,papers/A268/A268891.pdf,adjacent-pair-total,,1,recurrence
A268892,papers/A268/A268892.pdf,adjacent-pair-total,,1,order
A268898,papers/A268/A268898.pdf,adjacent-pair-total,,2,gf+recurrence
A268899,papers/A268/A268899.pdf,adjacent-pair-total,,2,gf+recurrence
A268900,papers/A268/A268900.pdf,adjacent-pair-total,,2,gf+recurrence
A268901,papers/A268/A268901.pdf,adjacent-pair-total,,2,gf+recurrence
A268902,papers/A268/A268902.pdf,adjacent-pair-total,,2,gf+recurrence
A268904,papers/A268/A268904.pdf,adjacent-pair-total,yes,4,recurrence
A268905,papers/A268/A268905.pdf,adjacent-pair-total,,2,gf+recurrence
A268906,papers/A268/A268906.pdf,adjacent-pair-total,,2,gf+recurrence
A268907,papers/A268/A268907.pdf,adjacent-pair-total,,1,recurrence
A268908,papers/A268/A268908.pdf,adjacent-pair-total,,1,recurrence
A268909,papers/A268/A268909.pdf,adjacent-pair-total,,1,recurrence
A268938,papers/A268/A268938.pdf,repeated-value,,2,gf+recurrence
A268939,papers/A268/A268939.pdf,repeated-value,,2,gf+recurrence
A268940,papers/A268/A268940.pdf,repeated-value,,2,gf+recurrence
A268941,papers/A268/A268941.pdf,repeated-value,,2,gf+recurrence
A268942,papers/A268/A268942.pdf,repeated-value,,2,gf+recurrence
A268943,papers/A268/A268943.pdf,repeated-value,,2,gf+recurrence
A268965,papers/A268/A268965.pdf,adjacent-pair-total,,2,gf+recurrence
A268966,papers/A268/A268966.pdf,adjacent-pair-total,,2,gf+recurrence
A268967,papers/A268/A268967.pdf,adjacent-pair-total,,2,gf+recurrence
A268968,papers/A268/A268968.pdf,adjacent-pair-total,,2,gf+recurrence
A268969,papers/A268/A268969.pdf,adjacent-pair-total,,2,gf+recurrence
A268970,papers/A268/A268970.pdf,adjacent-pair-total,,1,recurrence
A268971,papers/A268/A268971.pdf,adjacent-pair-total,yes,3,recurrence
A268972,papers/A268/A268972.pdf,adjacent-pair-total,,2,gf+recurrence
A268973,papers/A268/A268973.pdf,adjacent-pair-total,,2,gf+recurrence
A268974,papers/A268/A268974.pdf,adjacent-pair-total,,1,recurrence
A268975,papers/A268/A268975.pdf,adjacent-pair-total,,1,recurrence
A268976,papers/A268/A268976.pdf,adjacent-pair-total,,1,recurrence
A268989,papers/A268/A268989.pdf,adjacent-pair-total,,2,gf+recurrence
A268990,papers/A268/A268990.pdf,adjacent-pair-total,,2,gf+recurrence
A268991,papers/A268/A268991.pdf,adjacent-pair-total,,2,gf+recurrence
A268992,papers/A268/A268992.pdf,adjacent-pair-total,,1,recurrence
A268993,papers/A268/A268993.pdf,adjacent-pair-total,,1,recurrence
A268994,papers/A268/A268994.pdf,adjacent-pair-total,,1,recurrence
A268995,papers/A268/A268995.pdf,adjacent-pair-total,yes,4,recurrence
A268996,papers/A268/A268996.pdf,adjacent-pair-total,,2,gf+recurrence
A268997,papers/A268/A268997.pdf,adjacent-pair-total,,2,gf+recurrence
A268998,papers/A268/A268998.pdf,adjacent-pair-total,,1,recurrence
A268999,papers/A268/A268999.pdf,adjacent-pair-total,,1,recurrence
A269000,papers/A269/A269000.pdf,adjacent-pair-total,,1,recurrence
A269001,papers/A269/A269001.pdf,adjacent-pair-total,,1,order
A269006,papers/A269/A269006.pdf,adjacent-pair-total,,2,gf+recurrence
A269007,papers/A269/A269007.pdf,adjacent-pair-total,,2,gf+recurrence
A269008,papers/A269/A269008.pdf,adjacent-pair-total,,1,recurrence
A269009,papers/A269/A269009.pdf,adjacent-pair-total,,1,recurrence
A269010,papers/A269/A269010.pdf,adjacent-pair-total,,1,recurrence
A269011,papers/A269/A269011.pdf,adjacent-pair-total,yes,5,order+recurrence
A269012,papers/A269/A269012.pdf,adjacent-pair-total,,2,gf+recurrence
A269013,papers/A269/A269013.pdf,adjacent-pair-total,,2,gf+recurrence
A269014,papers/A269/A269014.pdf,adjacent-pair-total,,2,gf+recurrence
A269015,papers/A269/A269015.pdf,adjacent-pair-total,,1,recurrence
A269016,papers/A269/A269016.pdf,adjacent-pair-total,,1,recurrence
A269017,papers/A269/A269017.pdf,adjacent-pair-total,,1,recurrence
A269030,papers/A269/A269030.pdf,adjacent-pair-total,,2,gf+recurrence
A269031,papers/A269/A269031.pdf,adjacent-pair-total,,2,gf+recurrence
A269032,papers/A269/A269032.pdf,adjacent-pair-total,,1,recurrence
A269033,papers/A269/A269033.pdf,adjacent-pair-total,,1,recurrence
A269035,papers/A269/A269035.pdf,adjacent-pair-total,yes,4,recurrence
A269036,papers/A269/A269036.pdf,adjacent-pair-total,,2,gf+recurrence
